label,sentence1,sentence2,sample_index
0,A baseball player trying to reach first base by beating out the shortstops throw.,A Braves player runs for first base.,1750
0,A group of people in matching native costume are assembled and appear to be participating in a ceremony.,Some native people prepare to have a ceremony.,1757
1,People in matching shirts are rowing boats while others are on a path with trees.,People in matching shirts are rowing boats,1759
1,"A red rally-car is making its way through a muddy part of the race course, as photographers look on and take pictures of the vehicle.",The rally-car is going to be dirty,1761
1,A man in a hooded sweatshirt sitting on a toolbox.,A man is sitting.,1762
0,Two people in a dark room look carefully at their computers.,Two people are making money on mechanical turk.,1763
1,"Orange construction trucks travel down a littered four-lane street in the middles of a concrete, urban downtown.",A truck travels down a street.,1766
1,A boy holding a silver helmet is staring at something.,a boy holding a helmet is staring at something,1771
0,A dog is jumping to play in the water,"The dog's owner is playing with the dog, throwing a stick into the water for the dog to retrieve.",1792
1,A blond woman wearing a hat.,A lady enjoys the shade from her hat.,1796
1,"A young baseball player wearing a yellow shirt and a blue helmet with ""T"" on it slides into home plate and the catcher, while teammate watch.",Someone is sliding.,1798
0,A young man in a tan hat and a green shirt peers over a waist high wall separating the kitchen and living area of a home.,The  young man is looking to see if dinner is ready yet.,1802
1,Little boys in white karate uniforms performing their martial arts indoors.,Young boys are practicing martial arts in order to achieve belts.,1804
0,A man and a woman are sharing a dishwashing task in a kitchen at the sink.,The man and the woman work at a famous restaurant.,1810
0,A man in a blue shirt gesticulates as he speaks to a uniformed official.,A man is yelling at an actor.,1816
1,Two women and a child celebrating at a nighttime party.,There are two women and a child at the party.,1823
0,A man with a blue hat and black vest is riding a tan colored bull that is kicking up dust.,A man has a light blue hat.,1826
0,"An older man with a white beard, wearing a blue shirt and blue baseball cap, is playing guitar to a small black girl sitting on a red stool.",He is showing his granddaughter how to play the guitar.,1828
0,A blue race car on the side of the track.,The track is black.,1838
0,Two people walking across a street.,the people are women,1841
1,A person wheeling a stack of boxes on a dolly down a street.,Someone pushes a dolly filled with boxes down the street.,1843
1,"A young man, in a red t-shirt, is looking in the camera while he is preparing to cut up two butchered animals.",A man is looking at the camera.,1852
0,An Asian woman in a hat and pink shirt squats next to a river with two buckets.,A woman is scooping water out of the river with buckets in Asia.,1853
1,"A man in black oxfords, jeans and a layered green over black shirt, jumps in front of a run down industrial building.",A man jumps in front of a building.,1854
1,Mimes are playing tug-of-war.,street performers are pretending to pull from opposite sides of a rope.,1865
1,A bird crouches low with an object in its beak.,bird crouching low,1868
1,"Three men, one in a blue shirt, one in a striped shirt and one in a white shirt are talking.",A group of men is talking.,1875
0,"Two young boys are playing the game ""Twister"" and have placed their hands and feet on blue and green patches.",Two brothers are playing twister at their sleep over.,1884
0,A woman in a blue dress is sitting on a red wooden couch.,The woman was standing on the couch,1887
1,A man sleeps outdoors in a city park with people all around him.,People are outside near a man in a park.,1895
0,A baseball pitcher dressed in a blue and white jersey pitches a baseball.,A man is rolling a bowling ball.,1899
0,"There is lady with the white apron has an utensil standing over a wok, a man in blue shorts and blue shirt sitting down, a person in a pink shirt and others are in the background all in one place.",There is lady wearing a white apron holding a pair of tongs over a wok.,1906
0,A man in a red shirt with sunglasses playing an accordion outside of a clothes shop.,The man is drinking a beer at the bar.,1908
0,Three men sitting in front of computers.,Three woman sitting in front of computers.,1913
1,Military personnel shoot rifles.,People in the military use guns.,1917
1,A man is walking down an alley with red and yellow lanterns hanging above him.,The man is in an alley.,1925
1,Three racing dogs with masks on their mouths.,the dogs have masks on,1927
1,A young male boy is sitting backwards on a gray mule in the dessert.,The male is young.,1930
0,A young lady in a blue shirt laying on a tree limb.,A woman relaxing in a park,1931
0,A dog is jumping down the stairs.,The dog is jumping on two feet.,1933
1,A girl in an orange shirt and pink sandals carries equipment.,A child in orange shit and pink scandals is holding the equipment.,1939
1,A man holding a little girl smiling and laughing.,A man has a happy little girl in his arms.,1949
0,A young boy in blue is chasing a young girl sitting in a play car.,The boy has a crush on the girl,1950
0,A child holds a pink kite in the middle of a pedestrian walkway while a man in a pink shirt and blue pants walks in the background.,A man is looking for a little girl holding a kite.,1953
0,Two girls decorate a display board.,Two girls are doing an art project for school.,1959
1,A man reading the newspaper at a sushi bar.,A man is at a restaurant.,1960
0,women with white shirt and tattoo next to man with plaid shirt,Three lovers stand together.,1969
0,Two girls are walking along the street and talking.,There are people making clay pots.,1970
1,A group of hikers going up a mountain.,Some people are outdoors.,1976
0,Two postal workers handle canned goods with a smile.,Two female postal workers are volunteering at the local food bank.,1980
1,Two men with hard hats are talking.,Some workers conversing.,1985
1,Men examine meat at an outdoor meat market.,Men are outside.,1986
0,"A musician wearing a red scarf on his head and holding a microphone, wipes his face as he walks away from a smiling DJ.",The musician is playing in a concert hall as a part of his tour.,1990
0,A man with a dog.,A man with a cat on his lap.,1994
0,The basketball player prepares to launch the ball to his teammate far down the court.,The man is playing soccer.,1997
0,Two little girls holding hands on a beach.,The two little girls are sisters.,1998
0,A man playing his guitar by a hotel pool.,The man is swimming in the hotel pool.,2000
